col1,col2
-2.546585989681824,1.3372805956938036
0.3051503080041081,-0.4193523885089734
0.39295944244526243,3.944511918414054
2.2267079088271275,1.0042924419296813
0.3319271054529455,2.2843128395417818
-0.3555952357444622,-1.5678656399175877
-2.0538617676416933,0.9589369286577053
0.22055413035969545,-0.7826740771209681
1.3266268795458236,0.49001852592136963
0.17894115126098797,-0.1452324471440105
0.8178113980309083,-1.4246017133796078
-2.1086011090228483,0.529423578515307
-0.26444329869370803,0.5085616528284803
-1.3799727364870265,1.3686029497934193
-1.6693507614454777,-0.6317784781389899
0.7562987524400755,-0.7477492558771717
-0.22952713036840774,2.3598867821222402
0.1161043106166068,1.072191664688266
0.7875278916544831,1.6039295929699435
-0.11360151620833955,1.921247003353516
-1.8292396857092685,-3.0919952795348102
0.1053872162824756,2.8990633915976507
0.4137422108247948,2.364239522129231
-1.0042949260278162,-0.4269510293022867
-0.24648477064497834,0.7398597353337968
1.6944547094869484,1.6534212835043014
-0.21821883701426448,1.432848061196509
-1.4167681295350498,0.6636573359967604
-0.2880867125535235,2.9113014115121656
-0.6076374109206306,2.004293663714334
-0.657830286213602,-0.9483580968764695
0.5025438908442822,1.4570156294164487
-1.1227028907671062,-0.20285529917676515
0.9972253596567144,0.04992308821037206
-1.2020511823749875,0.605095702796544
2.002620525011047,0.14614047482774795
-0.5474482563290013,-1.9193549605764826
-0.006620970433811478,-0.0872937485502645
0.2509038026565373,1.8593065425597823
0.31243102799419337,-0.4201065343837147
0.5190150469974966,0.8184591764513864
0.14600034778688573,-0.08902375080322678
-1.3555955073197348,1.8776982582788886
-0.5266085287280113,0.43603217901374214
0.011075239593314839,1.6610504273478486
-1.1217044731169428,2.943383483943211
-0.58411216767845,0.4254555157831639
1.7340962219309797,0.9498001584605519
1.3270424096182183,1.0156530581875758
2.0774665741525515,0.1435636654665744
-1.0983264073350967,2.0119727495100395
0.8870147978752272,0.642409364681962
0.12701288639569372,0.4995902887073963
-0.9204962109354806,1.7467112235830684
-0.2095228071691628,-0.6312526922984496
-1.5579868310266274,3.0440914818909763
1.058893617249417,0.08877405370470659
0.7121333211155289,1.4870924784844686
0.5802321579247075,1.432253193246177
0.6815942337643369,-4.256616212131654
-0.2711426780772833,1.9052371507992722
